Sr. No.,id,name,host_is_superhost,neighbourhood,latitude,longitude,price in USD,guests_included,Region
5926,29634396,Luxury Corner 270° View 2Bd/2Bth Apt near Moscone!,t,SoMa,37.77172,-122.40414,150.00 ,7,Southern
5927,29637101,Bright Telegraph Hill Gem (steps from Coit Tower!),f,Telegraph Hill,37.80391,-122.40797,149.00 ,1,Downtown
5928,29658492,Convenience at Its Best! Central Nob Hill Studio,f,Nob Hill,37.79167,-122.40812,122.00 ,1,Downtown
5929,29661742,"Bright, Edwardian apt steps from Dolores Park",f,Mission District,37.75792,-122.42447,300.00 ,1,Southern
5930,29661822,Castro Victorian Charm,f,The Castro,37.76263,-122.43556,150.00 ,1,Western Addition
5931,29663517,Beautiful 1BR Place in San Francisco,t,Potrero Hill,37.75446,-122.40085,162.00 ,1,Southern
5932,29664364,"Modern Quiet Apt Filled w Plants, Duboce Triangle",t,Duboce Triangle,37.76853,-122.42907,125.00 ,2,Western Addition
5933,29678261,Luxury 2 Bedroom Condo,f,Fisherman''s Wharf,37.80636,-122.42263,"1,099.00 ",1,North of Downtown
5934,29683610,"Cozy, private, ocean side escape.",t,Richmond District,37.77215,-122.50704,115.00 ,2,Outside Lands
5935,29683753,Top floor flat with amazing views of twin peaks.,f,The Castro,37.75518,-122.43648,155.00 ,1,Western Addition
5936,29684194,"5 blocks to Moscone Ctr, SOMA Luxury w/ KING beds",t,SoMa,37.77648,-122.41593,487.00 ,4,Southern
5937,29704006,The Golden Egg,f,Noe Valley,37.75438,-122.42545,404.00 ,3,Southern
5938,29705268,2-bedroom Apartment,f,Fisherman''s Wharf,37.80646,-122.42261,"1,099.00 ",1,North of Downtown
5939,29715902,Sunny 2bd Walk-up in Central Mission,t,Mission District,37.75913,-122.41408,275.00 ,4,Southern
5940,29730910,"Unfurnished, Modern 2BR/1BA in Potrero Hill",f,Mission District,37.75273,-122.40427,180.00 ,1,Southern
5941,29733908,Furnished 2 Bedroom in North Beach,f,Telegraph Hill,37.80029,-122.40779,300.00 ,1,Downtown
5942,29738190,Cozy 2 Bed with Cable Car Just Outside Your Door,f,Nob Hill,37.79571,-122.4113,147.00 ,1,Downtown
5943,29739237,Charming Larkin St. Condo,f,Fisherman''s Wharf,37.80579,-122.42152,150.00 ,1,North of Downtown
5944,29740440,A2-Parkside newly built studio/private ba entrance,f,Parkside,37.74292,-122.4909,56.00 ,1,Outside Lands
5945,29741840,1 Bedroom in Great Mission Location,t,Mission District,37.75462,-122.42268,172.00 ,1,Southern
5946,29754209,"Hip South Park Studio, 2 mins. from South Park by Blueground",f,SoMa,37.77978,-122.39638,206.00 ,1,Southern
5947,29757778,Master Bedroom Private Entrance,f,Parkside,37.74297,-122.48178,60.00 ,1,Outside Lands
5948,29758250,Remodelled Ocean Beach House! 2bd/2ba+Free Parking,f,Outer Sunset,37.75042,-122.50179,249.00 ,4,Southern
5949,29759548,Bed in a dorm style house SF. Females room 1.1,f,Crocker Amazon,37.70867,-122.44848,40.00 ,1,Southern
5950,29760365,Daily City Home with a View 4.2,f,Crocker Amazon,37.70855,-122.44734,37.00 ,1,Southern
5951,29760535,Females shared room in Soma SF 5.1,f,Crocker Amazon,37.70889,-122.44786,37.00 ,1,Southern
5952,29761236,Expansive Luxury SoMa Apartment,t,SoMa,37.77238,-122.40404,365.00 ,1,Southern
5953,29777391,Sunny Room with Private Deck and Yard,f,Bayview,37.73186,-122.39059,66.00 ,1,Southern
5954,29794612,"Sunny, light, top floor, remodeled apartment.",f,Bernal Heights,37.74053,-122.41361,140.00 ,1,Southern
5955,29797894,*DISCOUNTED* Luxury Harry Potter themed 2 BR 1 BA,t,SoMa,37.77818,-122.41444,199.00 ,3,Southern
5956,29798868,Luxury Hygge Apartment | Gigabit Wifi,t,SoMa,37.77299,-122.40389,250.00 ,4,Southern
5957,29802575,Garden Oasis in the Heart of San Francisco,f,Mission District,37.7676,-122.42572,200.00 ,1,Southern
5958,29822991,Charming APT Nestled Between Noe Valley & Glen Park - Walking Distance to St Luke''s Hospital,f,Noe Valley,37.74222,-122.42838,175.00 ,1,Southern
5959,29824667,Sunny Victorian with View Deck,f,The Castro,37.76085,-122.44376,300.00 ,2,Western Addition
5960,29825329,Orange Dog Garden 1 Bedroom,f,Cole Valley,37.7631,-122.45368,120.00 ,1,Western Addition
5961,29825338,Orange Dog Studio,f,Cole Valley,37.76452,-122.45184,89.00 ,1,Western Addition
5962,29826153,Misson Bay Converted Bedroom with Great Value!,f,SoMa,37.77616,-122.39547,"1,200.00 ",1,Southern
5963,29826641,Mini Modern Victorian in the Mission,f,Mission District,37.76056,-122.41567,235.00 ,1,Southern
5964,29831467,Studio near GGPark & UCSF 20 mins to downtown,f,Inner Sunset,37.76443,-122.46095,146.00 ,1,Western Addition
5965,29842781,"Snug 1BR Mission Bay, w/ Gym + Pool, near Caltrain by Blueground",f,SoMa,37.77384,-122.39789,245.00 ,1,Southern
5966,29843197,"Charming + Sunny 1BR SoMa, w/ Gym, near BART by Blueground",f,SoMa,37.77458,-122.41304,216.00 ,1,Southern
5967,29843679,"Telegraph Hill 1BR, Gym, near Coit Tower & Pier 39 by Blueground",f,Telegraph Hill,37.80401,-122.40645,223.00 ,1,Downtown
5968,29844463,"Open 2BR Mission Bay, w/ Pool + A/C, near Caltrain by Blueground",f,Mission Bay,37.77527,-122.3913,373.00 ,2,Downtown
5969,29845776,"Sunny 1BR Nob Hill Grace Cathedral views, w/ Gym, by Blueground",f,Nob Hill,37.79118,-122.41504,216.00 ,1,Downtown
5970,29852330,Dorm Beds at Social SF Hostel #12,f,Telegraph Hill,37.79937,-122.40463,50.00 ,1,Downtown
5971,29852843,Spacious room with private bath & walk-in closet.,f,SoMa,37.78066,-122.40076,110.00 ,1,Southern
5972,29854300,Dorm Beds @ Social SF Hostel  #13,f,Telegraph Hill,37.79937,-122.40458,555.00 ,1,Downtown
5973,29867211,"1BR, SoMa, w/ Gym, Doorman, close to Civic Center by Blueground",f,SoMa,37.77896,-122.41414,206.00 ,1,Southern
5974,29874095,'Painted Lady'' Victorian Bedroom,t,Bayview,37.73373,-122.38971,60.00 ,1,Southern
5975,29877418,Revitalized Edwardian Residence with Rooftop Patio,f,Richmond District,37.78457,-122.46945,"1,000.00 ",1,Outside Lands
5976,29879139,Orange Dog Garden 1 Bedroom,f,Cole Valley,37.76458,-122.45336,126.00 ,1,Western Addition
5977,29880717,Quiet Mission garden apartment.,t,Mission District,37.7486,-122.4094,200.00 ,2,Southern
5978,29890574,Discounted Union Square hotel,f,Union Square,37.78968,-122.4061,200.00 ,1,Downtown
5979,29906023,2BR: Modern Living @ Mid-Market Downtown (S-B),f,SoMa,37.77575,-122.41109,120.00 ,2,Southern
5980,29906201,2BR: Modern Living @ Mid-Market Downtown (S-E),f,SoMa,37.77653,-122.41098,120.00 ,2,Southern
5981,29906297,Large Bedroom Comfortable Home - Full Bed,f,Bayview,37.72929,-122.39642,42.00 ,1,Southern
5982,29906769,Private Cozy Newly Remodeled Studio,t,Richmond District,37.77355,-122.48516,99.00 ,1,Outside Lands
5983,29908017,Mission''s Heart Apartment 2BEDS 1BA,f,Mission District,37.75825,-122.41512,149.00 ,1,Southern
5984,29911439,Newly-remodeled and modern 2BR gem in Hayes Valley,f,Duboce Triangle,37.76946,-122.42978,200.00 ,1,Western Addition
5985,29923735,Beachside Living in San Francisco,f,Outer Sunset,37.75537,-122.50957,400.00 ,1,Southern
5986,29924753,Convenient Private Room near Bart Station +Parking,t,Crocker Amazon,37.71624,-122.44328,125.00 ,2,Southern
5987,29924843,"Private Bedroom, Ocean View, Private Entrance",f,Outer Sunset,37.74492,-122.48302,64.00 ,1,Southern
5988,29926752,Luxury Tri- Level San Francisco Home with a View,f,Russian Hill,37.80337,-122.42263,500.00 ,1,North of Downtown
5989,29926924,"Guest Room in Modern, Bright Home with a View",f,The Castro,37.76247,-122.44338,375.00 ,1,Western Addition
5990,29927089,2 Bedroom Condo in Awesome Location,t,Western Addition/NOPA,37.77974,-122.43891,235.00 ,1,Western Addition
5991,29928078,Bright Modern Home with Stunning City Views,f,The Castro,37.76298,-122.44121,250.00 ,1,Western Addition
5992,29928254,For *July 2020*  Modern hm for 8 by GlenParkBART!,t,Bernal Heights,37.73403,-122.43026,550.00 ,6,Southern
5993,29929012,Private Mission Bedroom w/Tempurpedic Queen Bed,t,Mission District,37.76914,-122.42551,75.00 ,1,Southern
5994,29929471,Comfortable Private Room w/Tempurpedic Bed,t,Mission District,37.7685,-122.42411,72.00 ,1,Southern
5995,29929790,Quiet Private Mission Dolores Bedroom,t,Mission District,37.76701,-122.42444,68.00 ,1,Southern
5996,29937571,Marina One Bedroom Private Garden Apartment,t,Marina,37.80081,-122.44763,299.00 ,1,North of Downtown
5997,29942904,Great location in a lovely neighborhood,f,Noe Valley,37.74839,-122.43147,53.00 ,1,Southern
5998,29947252,"Marina Private Bedroom, Shared bath",f,Marina,37.80004,-122.44023,200.00 ,1,North of Downtown
5999,29964346,San Francisco Residence - centrally located.,f,Inner Sunset,37.75496,-122.45586,225.00 ,1,Western Addition
6000,29965332,"SOMA Loft, in the heart of San Francisco",t,SoMa,37.77738,-122.40653,150.00 ,2,Southern
6001,29984158,Noe Valley Living,f,Noe Valley,37.75244,-122.43505,400.00 ,1,Southern
6002,29988443,Private Remodeled Gem★Awesome Spot★Food/Shopping!!,t,Balboa Terrace,37.72756,-122.46544,100.00 ,2,Western Addition
6003,29990041,2 Private Rooms & 2 Bathrooms in Pacific Heights,f,Pacific Heights,37.79305,-122.42363,425.00 ,4,North of Downtown
6004,29992190,"Red Victorian - Private room w loftbed, Butterfly",f,Haight-Ashbury,37.76919,-122.44874,100.00 ,1,Western Addition
6005,29992835,Modern Feels in Classic SF Victorian Era Home,t,Duboce Triangle,37.76455,-122.43287,173.00 ,1,Western Addition
6006,30013376,Lovely 1 Bedroom 1 Bath In Cole Valley,f,Cole Valley,37.76662,-122.45014,149.00 ,1,Western Addition
6007,30017587,Room in San Francisco house with back yard.,f,Outer Sunset,37.75141,-122.48734,80.00 ,1,Southern
6008,30022449,"Charming, Bright 3 BRM Cottage in San Francisco",t,Ingleside,37.71903,-122.45705,325.00 ,6,Outside Lands
6009,30027665,Charming Noe Valley Flat: Private Garden Deck,t,Noe Valley,37.75001,-122.43661,150.00 ,2,Southern
6010,30042211,"Private, Luxurious, Modern Potrero Suite w/ Garden",t,Potrero Hill,37.75569,-122.39988,125.00 ,2,Southern
6011,30043513,☀️Bedroom with En-Suite Bathroom in ♥️ of SF,f,SoMa,37.77496,-122.41139,150.00 ,1,Southern
6012,30048814,"Top floor, modern Edwardian in the heart of SF",t,Haight-Ashbury,37.76988,-122.43807,350.00 ,1,Western Addition
6013,30056107,Tour San Francisco from a Stunning Home,f,Cow Hollow,37.79686,-122.44526,750.00 ,1,North of Downtown
6014,30062514,"Cute, Clean, Quiet Studio in Amazing Location",f,Duboce Triangle,37.7664,-122.43388,79.00 ,1,Western Addition
6015,30064128,Explore Trendy NoPa from a Stylish Victorian,t,Western Addition/NOPA,37.77888,-122.44321,650.00 ,2,Western Addition
6016,30064254,Sweeping Views Condo ⭐️ Pvt Room ⭐️ W/D,t,Bayview,37.71659,-122.39672,99.00 ,2,Southern
6017,30064463,Sweeping Views Condo ☆ Master BR ☆ W/D,t,Bayview,37.71764,-122.3974,149.00 ,2,Southern
6018,30064643,Sweeping Views Condo ☆ Lg. Room ☆ W/D,t,Bayview,37.71801,-122.39655,109.00 ,2,Southern
6019,30068468,The Magnin Mansion Penthouse - 3BED 2BA,f,Haight-Ashbury,37.77027,-122.44445,208.00 ,1,Western Addition
6020,30069424,Cozy 3BR 2BA Unit in Quaint SF Neighborhood,t,Excelsior,37.72712,-122.41967,205.00 ,3,Southern
6021,30069575,Perfectly Located Jackson Square Condo,f,Financial District,37.79881,-122.39907,220.00 ,1,Downtown
6022,30086838,3BR/2BA Elegant Mid-century Home in Bernal/Mission,f,Bernal Heights,37.74469,-122.41033,400.00 ,1,Southern
6023,30087497,Mission 1BR near Great Bars and Restaurants,t,Mission District,37.77093,-122.4241,159.00 ,1,Southern
6024,30088791,The Archive - private room in SF coliving house-2,t,Mission District,37.76466,-122.42657,80.00 ,1,Southern
6025,30091565,❤️Modern Suite with Private Bath in Heart of SF,t,Lower Haight,37.77082,-122.43258,69.00 ,2,Western Addition
6026,30095380,"Nice 3 bedrooms 1 1/2 bath flat, Richmond district",f,Richmond District,37.78088,-122.4559,159.00 ,3,Outside Lands
6027,30110321,Quiet Light-Filled Garden Apartment In Noe Valley,f,Noe Valley,37.74242,-122.42461,97.00 ,2,Southern
6028,30111891,Best Location 2 Bedroom - Clean★Central★Quiet,f,Duboce Triangle,37.76788,-122.43189,99.00 ,1,Western Addition
6029,30124393,Sweeping Views Condo ⭐️ 3BR ⭐️ W/D,t,Bayview,37.71688,-122.39787,475.00 ,4,Southern
6030,30126279,2BR in Fun and Historic Location,t,Chinatown,37.79442,-122.40694,188.00 ,1,Downtown
6031,30127500,Modern flat steps from great food & transit,t,Mission District,37.75146,-122.42055,175.00 ,1,Southern
6032,30128798,Heart of Mission studio with private access,t,Mission District,37.75084,-122.41162,115.00 ,2,Southern
6033,30129618,Elegant San Francisco by Ocean Beach - Queen Room,t,Richmond District,37.77231,-122.50672,79.00 ,1,Outside Lands
6034,30129780,Elegant Home by San Francisco Ocean Beach,t,Richmond District,37.77213,-122.50696,165.00 ,2,Outside Lands
6035,30131296,"Cozy, clean and spacious room near Alamo Square!",f,Western Addition/NOPA,37.77853,-122.43729,85.00 ,1,Western Addition
6036,30149472,San francisco Junior Studio,f,Tenderloin,37.78428,-122.41412,96.00 ,1,Downtown
6037,30150435,Sonder | Eighth Street | Bright 1BR + Rooftop,f,SoMa,37.77749,-122.41516,139.00 ,2,Southern
6038,30150436,Sophisticated 2BR in SoMA by Sonder,f,SoMa,37.77623,-122.41481,222.00 ,4,Southern
6039,30150437,Elegant 1BR in SoMA by Sonder,f,SoMa,37.77788,-122.41482,147.00 ,2,Southern
6040,30150438,Sleek 1BR in Hayes Valley by Sonder,f,Lower Haight,37.77025,-122.4275,174.00 ,2,Western Addition
6041,30150439,Delightful 1BR in SoMA by Sonder,f,SoMa,37.77626,-122.41631,166.00 ,2,Southern
6042,30150441,Lively 1BR in SoMA by Sonder,f,SoMa,37.77831,-122.41476,162.00 ,2,Southern
6043,30150442,Intimate 1BR in SoMA by Sonder,f,SoMa,37.77746,-122.41481,171.00 ,2,Southern
6044,30150443,Luxury 1BR in Mission Bay by Sonder,f,Mission Bay,37.77485,-122.39206,160.00 ,2,Downtown
6045,30150446,Chic Loft-Style 1BR in Mission Bay by Sonder,f,SoMa,37.77482,-122.39479,145.00 ,2,Southern
6046,30150447,Modern 1BR in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78447,-122.4354,137.00 ,2,Western Addition
6047,30150458,Playful 1BR in SoMA by Sonder,f,SoMa,37.77775,-122.41599,153.00 ,2,Southern
6048,30150459,Charming 1BR in Hayes Valley by Sonder,f,Lower Haight,37.7707,-122.42735,158.00 ,2,Western Addition
6049,30150460,Bright 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77084,-122.42584,178.00 ,2,Western Addition
6050,30150461,Modern 1BR in Mission District  by Sonder,f,Mission District,37.76233,-122.41804,187.00 ,2,Southern
6051,30150467,Stunning 1BR in Mission District by Sonder,f,Mission District,37.76296,-122.41652,168.00 ,2,Southern
6052,30150491,Stunning 2BR in Nob Hill by Sonder,f,Downtown,37.78668,-122.42043,182.00 ,4,Downtown
6053,30150493,Chic Studio in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78605,-122.43485,150.00 ,2,Western Addition
6054,30150511,Playful 1BR in Mission Bay by Sonder,f,Mission Bay,37.77523,-122.39155,181.00 ,2,Downtown
6055,30150517,Stunning 2BR in Marina by Sonder,f,Cow Hollow,37.79969,-122.42636,210.00 ,4,North of Downtown
6056,30150518,Lively 1BR in Marina by Sonder,f,Cow Hollow,37.8005,-122.42651,139.00 ,2,North of Downtown
6057,30150519,Hip 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77103,-122.42615,144.00 ,2,Western Addition
6058,30150520,Modern 1BR in Rincon Hill by Sonder,f,South Beach,37.78823,-122.39296,179.00 ,2,Southern
6059,30150523,Sophisticated 1BR in Mission Bay by Sonder,f,SoMa,37.77301,-122.39643,165.00 ,2,Southern
6060,30150527,Modern 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77099,-122.42607,165.00 ,2,Western Addition
6061,30150537,Hip 1BR in Mission Bay by Sonder,f,Mission Bay,37.77224,-122.39119,214.00 ,2,Downtown
6062,30150548,Modern 1BR in Mission Bay by Sonder,f,Mission Bay,37.77361,-122.39048,189.00 ,2,Downtown
6063,30150553,Charming 1BR in Mission District by Sonder,f,Mission District,37.76306,-122.41677,179.00 ,2,Southern
6064,30150554,Sonder | Eighth Street | Comfortable 1BR + Gym,f,SoMa,37.77727,-122.41355,139.00 ,2,Southern
6065,30150578,Hip 1BR in Mission District by Sonder,f,Mission District,37.76417,-122.41691,179.00 ,2,Southern
6066,30150579,Bold 2BR in SoMA by Sonder,f,SoMa,37.77648,-122.41594,192.00 ,4,Southern
6067,30150587,Sonder | Eighth Street | Charming 1BR + Gym,f,SoMa,37.77731,-122.4148,147.00 ,2,Southern
6068,30150589,Airy 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77115,-122.42585,180.00 ,2,Western Addition
6069,30150595,Chic 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77077,-122.42584,227.00 ,2,Western Addition
6070,30150605,Lovely 1BR in Nob Hill by Sonder,f,Downtown,37.78776,-122.42075,149.00 ,2,Downtown
6071,30150606,Bright 1BR in SoMA by Sonder,f,SoMa,37.77875,-122.41378,147.00 ,2,Southern
6072,30150607,Incredible 1BR in Mission District by Sonder,f,Mission District,37.7622,-122.41669,153.00 ,2,Southern
6073,30150611,Lovely 1BR in Mission District by Sonder,f,Mission District,37.76229,-122.41696,179.00 ,2,Southern
6074,30150626,Charming 1BR in Financial District by Sonder,f,Financial District,37.79567,-122.39872,183.00 ,2,Downtown
6075,30150652,Incredible 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77161,-122.42609,158.00 ,2,Western Addition
6076,30150653,Lovely 1BR in SoMA by Sonder,f,SoMa,37.77808,-122.4146,147.00 ,2,Southern
6077,30150673,Sophisticated 2BR in Financial District by Sonder,f,Financial District,37.79558,-122.39709,187.00 ,4,Downtown
6078,30150692,Bold 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77099,-122.42572,160.00 ,2,Western Addition
6079,30150695,Stunning 2BR in Mission District by Sonder,f,Mission District,37.76425,-122.41871,248.00 ,4,Southern
6080,30150697,Sonder | Eighth Street | Tasteful 1BR + Rooftop,f,SoMa,37.77791,-122.41374,139.00 ,2,Southern
6081,30150702,Delightful 1BR in Financial District by Sonder,f,Financial District,37.79738,-122.39756,203.00 ,2,Downtown
6082,30150708,Serene 1BR in Nob Hill by Sonder,f,Downtown,37.78678,-122.42003,192.00 ,2,Downtown
6083,30150709,Airy 1BR in Rincon Hill by Sonder,f,SoMa,37.78919,-122.39261,191.00 ,2,Southern
6084,30150710,Bright 1BR in Financial District by Sonder,f,Financial District,37.79602,-122.39834,198.00 ,2,Downtown
6085,30150721,Bright 1BR in Mission Bay by Sonder,f,SoMa,37.77551,-122.39526,162.00 ,2,Southern
6086,30150728,Serene 2BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77162,-122.42689,183.00 ,4,Western Addition
6087,30150734,Charming 1BR in SoMA by Sonder,f,SoMa,37.77903,-122.41408,140.00 ,2,Southern
6088,30151357,Contemporary 1BR in Marina by Sonder,f,Cow Hollow,37.80043,-122.42665,165.00 ,2,North of Downtown
6089,30151359,Bold 1BR in Marina by Sonder,f,Cow Hollow,37.8002,-122.42496,165.00 ,2,North of Downtown
6090,30151362,Sonder | Eighth Street | Elegant 1BR + Gym,f,SoMa,37.77754,-122.41348,142.00 ,2,Southern
6091,30151374,Sleek 1BR in Mission Bay by Sonder,f,SoMa,37.77327,-122.39802,159.00 ,2,Southern
6092,30151380,Classic 1BR in Rincon Hill by Sonder,f,SoMa,37.78931,-122.39339,204.00 ,2,Southern
6093,30151385,Bright 1BR in Rincon Hill by Sonder,f,South Beach,37.78812,-122.39084,186.00 ,2,Southern
6094,30151395,Colorful 1BR in SoMA by Sonder,f,SoMa,37.77919,-122.41416,147.00 ,2,Southern
6095,30151396,Lovely 1BR in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78407,-122.43608,148.00 ,2,Western Addition
6096,30151397,Sonder | Eighth Street | Serene 1BR + Gym,f,SoMa,37.77737,-122.41463,142.00 ,2,Southern
6097,30151428,Sunny Loft-Style 1BR in Mission Bay by Sonder,f,SoMa,37.77281,-122.39616,147.00 ,2,Southern
6098,30151448,Bright 1BR in Marina by Sonder,f,Cow Hollow,37.79983,-122.42457,165.00 ,2,North of Downtown
6099,30151490,Posh 2BR in SoMA by Sonder,f,SoMa,37.7764,-122.41416,195.00 ,4,Southern
6100,30151492,Classic 1BR in Mission District by Sonder,f,Mission District,37.76283,-122.41818,157.00 ,2,Southern
6101,30151495,Sonder | Eighth Street | Artistic 1BR + Rooftop,f,SoMa,37.77903,-122.41387,147.00 ,2,Southern
6102,30151516,Airy 1BR in Marina by Sonder,f,Cow Hollow,37.80014,-122.42633,158.00 ,2,North of Downtown
6103,30151522,Beautiful Loft-Style 1BR in Mission Bay by Sonder,f,SoMa,37.77306,-122.39596,134.00 ,2,Southern
6104,30154693,Premier 1BR in Mission Bay by Sonder,f,Mission Bay,37.77376,-122.392,169.00 ,2,Downtown
6105,30154735,Pristine 1BR in Mission Bay by Sonder,f,Mission Bay,37.77372,-122.39151,187.00 ,2,Downtown
6106,30154782,Deluxe 2BR in Mission Bay by Sonder,f,Mission Bay,37.77454,-122.39017,209.00 ,4,Downtown
6107,30156159,Sonder | Eighth Street | Polished 1BR + Gym,f,SoMa,37.77753,-122.4151,139.00 ,2,Southern
6108,30156196,Chic 1BR in Marina by Sonder,f,Cow Hollow,37.80038,-122.42609,165.00 ,2,North of Downtown
6109,30156271,Charming 1BR in Mission Bay by Sonder,f,SoMa,37.77316,-122.39613,132.00 ,2,Southern
6110,30156302,Chic 1BR in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78593,-122.4364,139.00 ,2,Western Addition
6111,30156336,Desirable 1BR in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78472,-122.43665,137.00 ,2,Western Addition
6112,30156382,Airy 1BR in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78552,-122.43486,156.00 ,2,Western Addition
6113,30156427,Colorful 2BR in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78615,-122.43529,180.00 ,4,Western Addition
6114,30156466,Picturesque 1BR in Marina by Sonder,f,Cow Hollow,37.80031,-122.42589,165.00 ,2,North of Downtown
6115,30156495,Desirable 1BR in Marina by Sonder,f,Cow Hollow,37.80061,-122.42483,158.00 ,2,North of Downtown
6116,30156533,Colorful 1BR in Marina by Sonder,f,Cow Hollow,37.79996,-122.4252,158.00 ,2,North of Downtown
6117,30156569,Artsy 1BR in Marina by Sonder,f,Cow Hollow,37.80039,-122.42457,165.00 ,2,North of Downtown
6118,30156609,Posh 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77102,-122.42686,157.00 ,2,Western Addition
6119,30156647,Sophisticated 1BR in Rincon Hill by Sonder,f,South Beach,37.78729,-122.39239,192.00 ,2,Southern
6120,30156687,Luxurious 1BR in Rincon Hill by Sonder,f,South Beach,37.78687,-122.3916,260.00 ,2,Southern
6121,30156722,Posh 1BR in Mission Bay by Sonder,f,Mission Bay,37.77239,-122.39003,216.00 ,2,Downtown
6122,30156865,Charming 1BR in Nob Hill by Sonder,f,Downtown,37.78774,-122.42059,208.00 ,2,Downtown
6123,30156912,Serene 1BR in Mission Bay by Sonder,f,SoMa,37.77543,-122.39412,174.00 ,2,Southern
6124,30156959,Lively 1BR in Mission Bay by Sonder,f,Mission Bay,37.77251,-122.39125,194.00 ,2,Downtown
6125,30157011,Sophisticated 1BR in SoMA by Sonder,f,SoMa,37.77637,-122.4156,169.00 ,2,Southern
6126,30157089,Stunning 1BR in Mission Bay by Sonder,f,Mission Bay,37.7743,-122.39039,192.00 ,2,Downtown
6127,30157128,Sonder | Eighth Street | Natural 1BR + Rooftop,f,SoMa,37.77731,-122.41319,140.00 ,2,Southern
6128,30157169,Grand 1BR in SoMA by Sonder,f,SoMa,37.77741,-122.41374,147.00 ,2,Southern
6129,30157219,Airy 1BR in Mission District by Sonder,f,Mission District,37.76433,-122.4169,153.00 ,2,Southern
6130,30157368,Hip 1BR in Rincon Hill by Sonder,f,SoMa,37.78767,-122.39407,192.00 ,2,Southern
6131,30157449,Lovely 1BR in Financial District by Sonder,f,Financial District,37.7958,-122.39735,192.00 ,2,Downtown
6132,30157472,Delightful 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77038,-122.42589,168.00 ,2,Western Addition
6133,30157520,Sonder | Eighth Street | Playful 1BR + Rooftop,f,SoMa,37.77773,-122.41495,139.00 ,2,Southern
6134,30157570,Classic 1BR in SoMA by Sonder,f,SoMa,37.77619,-122.41462,154.00 ,2,Southern
6135,30157594,Artsy 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77038,-122.42538,153.00 ,2,Western Addition
6136,30157637,Bold 1BR in Mission District by Sonder,f,Mission District,37.76276,-122.41661,157.00 ,2,Southern
6137,30157700,Sonder | Eighth Street | Warm 1BR + Rooftop Patio,f,SoMa,37.77875,-122.41354,139.00 ,2,Southern
6138,30157753,Chic 2BR in Rincon Hill by Sonder,f,South Beach,37.78709,-122.39126,212.00 ,4,Southern
6139,30157820,Chic 1BR in Mission Bay by Sonder,f,SoMa,37.77296,-122.39632,149.00 ,2,Southern
6140,30157939,Deluxe 1BR in Rincon Hill by Sonder,f,South Beach,37.78737,-122.39253,194.00 ,2,Southern
6141,30158046,Elegant 1BR in Mission Bay by Sonder,f,SoMa,37.77362,-122.3977,143.00 ,2,Southern
6142,30158081,Unique 1BR in Nob Hill by Sonder,f,Downtown,37.78826,-122.42014,204.00 ,2,Downtown
6143,30158115,Hip Studio in Lower Pacific Heights by Sonder,f,Western Addition/NOPA,37.78589,-122.43485,144.00 ,2,Western Addition
6144,30158155,Picturesque Studio in Rincon Hill by Sonder,f,South Beach,37.78745,-122.39239,170.00 ,2,Southern
6145,30158506,Distinctive 1BR in Hayes Valley by Sonder,f,Duboce Triangle,37.77107,-122.42687,157.00 ,2,Western Addition
6146,30159258,Monthly Piravte Room-Shared Bath near Downtown !5,f,SoMa,37.78134,-122.41085,50.00 ,1,Southern
6147,30160127,"Best area in San Francisco!  Noe Street, Duboce T.",f,Duboce Triangle,37.76712,-122.43307,147.00 ,1,Western Addition
6148,30174683,"Spacious home, 3 blocks to Ocean Beach",f,Outer Sunset,37.75516,-122.50642,550.00 ,1,Southern
6149,30175132,Spacious 1BR in Mission Bay by Sonder,f,Mission Bay,37.77387,-122.39134,169.00 ,2,Downtown
6150,30175134,Sonder | Eighth Street | Dashing 1BR + Gym,f,SoMa,37.77725,-122.41409,140.00 ,2,Southern
6151,30175135,Sonder | Eighth Street | Sleek 1BR + Rooftop Patio,f,SoMa,37.77741,-122.41357,140.00 ,2,Southern
6152,30175136,Delightful 1BR in Mission Bay by Sonder,f,Mission Bay,37.77491,-122.39067,174.00 ,2,Downtown
